ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
863,maori,1396,koi,k o i,,Biggs-85-2005,koi(koi)
1307,tahitian,1396,'oi,ʔ o i,,Clark-173-2005,'oi
1748,rapanui,1396,ka'i,k a ʔ i,,POLLEX,ka'i
2007,mangareva,1396,koikoi,k o i k o i,,POLLEX,koikoi
3206,sikaiana,1396,kaa,k aː,,POLLEX,kaa
3474,northmarquesan,1396,koi,k o i,,POLLEX,koi
4510,raivavae,1396,ʔoi,ʔ o i,,Tamaititahio-1213-2015,ʔoi
4738,tuamotuan,1396,popo,p o p o,,POLLEX,popo
4739,tuamotuan,1396,koi,k o i,,POLLEX,koi
5253,rurutuan,1396,ʔoi,ʔ o i,,Meyer-128-2005,ʔoi
5754,hawaiian,1396,'oi,ʔ o i,,71458,'oi
784,maori,1645,poto,p o t o,,Biggs-85-2005,poto
785,maori,1645,hakahaka,h a k a h a k a,,Biggs-85-2005,hakahaka
1229,tahitian,1645,poto,p o t o,,Clark-173-2005,poto
1658,rapanui,1645,poto,p o t o,,POLLEX,poto
1909,mangareva,1645,poto,p o t o,,POLLEX,poto
3128,sikaiana,1645,poto,p o t o,,POLLEX,poto/poto
3365,northmarquesan,1645,poto,p o t o,,POLLEX,poto
3366,northmarquesan,1645,nohinohi,n o h i n o h i,,POLLEX,nohinohi
4445,raivavae,1645,poto,p o t o,,Tamaititahio-1213-2015,poto
4640,tuamotuan,1645,poto,p o t o,,POLLEX,poto
5166,rurutuan,1645,poto,p o t o,,Meyer-128-2005,poto
5673,hawaiian,1645,pōkole,p oː k o l e,,71458,pōkole
925,maori,1482,pakihiwi,p a k i h i w i,,Biggs-85-2005,pakihiwi
1376,tahitian,1482,tapono,t a p o n o,,Clark-173-2005,tapono
1822,rapanui,1482,kapuhivi,k a p u h i v i,,POLLEX,kapuhivi
2086,mangareva,1482,paku'ivi,p a k u ʔ i v i,,POLLEX,paku'ivi
3562,northmarquesan,1482,paufifi,p a u f i f i,,POLLEX,paufifi
4570,raivavae,1482,paʔuhi,p a ʔ u h i,,Tamaititahio-1213-2015,paʔuhi
4826,tuamotuan,1482,pakihui,p a k i h u i,,POLLEX,pakihui
5332,rurutuan,1482,paʔoʔi,p a ʔ o ʔ i,,Meyer-128-2005,paʔoʔi
5822,hawaiian,1482,po'ohiwi,p o ʔ o h i w i,,71458,po'ohiwi
777,maori,487,fakamaː,f a k a m aː,,Biggs-85-2005,whaka|maa
1221,tahitian,487,maamahu,m aː m a h u,,Clark-173-2005,maamahu
1648,rapanui,487,haa,h aː,,POLLEX,haa/maa
1901,mangareva,487,'akāma,ʔ a k aː m a,,POLLEX,'akāma
3356,northmarquesan,487,hakaika,h a k a i k a,,POLLEX,hakaika
4438,raivavae,487,māmahu,m aː m a h u,,Tamaititahio-1213-2015,māmahu
5157,rurutuan,487,ʔaʔamaa,ʔ a ʔ a m aː,,Meyer-128-2005,ʔaʔamaa
5666,hawaiian,487,hilahila,h i l a h i l a,,71458,hilahila
932,maori,763,kiri,k i r i,,Biggs-85-2005,kiri
1383,tahitian,763,'iri,ʔ i r i,,Clark-173-2005,'iri
1830,rapanui,763,kiri,k i r i,,POLLEX,kiri
2096,mangareva,763,kiri,k i r i,,POLLEX,kiri
3278,sikaiana,763,kili,k i l i,,POLLEX,kili
3570,northmarquesan,763,kiì,k i ʔ i,,POLLEX,kiì
4577,raivavae,763,ʔiGi,ʔ i ɢ i,,Tamaititahio-1213-2015,ʔiGi
4836,tuamotuan,763,kiri,k i r i,,POLLEX,kiri
5341,rurutuan,763,ʔiri,ʔ i r i,,Meyer-128-2005,ʔiri
5829,hawaiian,763,'ili,ʔ i l i,,71458,'ili
812,maori,1732,rangi,r a ŋ i,,Biggs-85-2005,rangi
1257,tahitian,1732,ra'i,r a ʔ i,,Clark-173-2005,ra'i
1694,rapanui,1732,ragi,r a g i,,POLLEX,ragi
1949,mangareva,1732,rangi,r a ŋ i,,POLLEX,rangi
3156,sikaiana,1732,lani,l a n i,,POLLEX,lani
3405,northmarquesan,1732,ʔaŋi,ʔ a ŋ i,,POLLEX,de ahgy
4470,raivavae,1732,Gaʔi,ɢ a ʔ i,,Tamaititahio-1213-2015,Gaʔi
4680,tuamotuan,1732,raŋi,r a ŋ i,,POLLEX,raŋi
5195,rurutuan,1732,tuaraʔi,t u a r a ʔ i,,Meyer-128-2005,tuaraʔi
5703,hawaiian,1732,lani,l a n i,,71458,lani
787,maori,1246,iti,i t i,,Biggs-85-2005,iti
1231,tahitian,1246,na'ina'i,n a ʔ i n a ʔ i,,Clark-173-2005,na'ina'i
1661,rapanui,1246,poto,p o t o,,POLLEX,poto
1662,rapanui,1246,iti,i t i,,POLLEX,iti
1912,mangareva,1246,ningore,n i ŋ o r e,,POLLEX,ningore
3130,sikaiana,1246,liki,l i k i,,POLLEX,li/liki
3369,northmarquesan,1246,kaiu,k a i u,,POLLEX,kaiu
3370,northmarquesan,1246,poto,p o t o,,POLLEX,poto
3371,northmarquesan,1246,ìki,ʔ i k i,,POLLEX,ìki
3372,northmarquesan,1246,iti,i t i,,POLLEX,iti
4447,raivavae,1246,iti,i t i,,Tamaititahio-1213-2015,iti
4642,tuamotuan,1246,riki,r i k i,,POLLEX,riki
4643,tuamotuan,1246,iti,i t i,,POLLEX,iti
5168,rurutuan,1246,maaitiiti,m aː i t i i t i,,Meyer-128-2005,maaitiiti
5675,hawaiian,1246,li'i,l i ʔ i,,71458,li'i
794,maori,778,auahi,a u a h i,,Biggs-85-2005,au|ahi
1239,tahitian,778,auauahi,a u a u a h i,,Clark-173-2005,auauahi
1671,rapanui,778,auahi,a u a h i,,POLLEX,auahi
1923,mangareva,778,ahi,a h i,,POLLEX,au/ahi
3138,sikaiana,778,au,a u,,POLLEX,au
3383,northmarquesan,778,auahi,a u a h i,,POLLEX,auahi
4454,raivavae,778,au auahi,a u a u a h i,,Tamaititahio-1213-2015,au auahi
4653,tuamotuan,778,auahi,a u a h i,,POLLEX,auahi
5175,rurutuan,778,auauaʔi,a u a u a ʔ i,,Meyer-128-2005,auauaʔi
5683,hawaiian,778,uahi,u a h i,,71458,uahi
837,maori,730,naakahi,n aː k a h i,,Biggs-85-2005,naakahi
1280,tahitian,730,'oofii,ʔ oː f iː,,Clark-173-2005,'oofii
3179,sikaiana,730,sineki,s i n e k i,,POLLEX,sineki
3433,northmarquesan,730,puhi henua,p u h i h e n u a,,POLLEX,puhi henua
5219,rurutuan,730,ooʔii,oː ʔ iː,,Meyer-128-2005,ooʔii
5727,hawaiian,730,naheka,n a h e k a,,71458,naheka
833,maori,843,pungaawerewere,p u ŋ aː w e r e w e r e,,Biggs-85-2005,pungaawerewere
1276,tahitian,843,tuutuurahonui,t uː t uː r a h o n u i,,Clark-173-2005,tuutuurahonui
1714,rapanui,843,hônu,h o n u,,POLLEX,hônu
1971,mangareva,843,pūngawerewere,p uː ŋ a w e r e w e r e,,POLLEX,pūngawerewere
3176,sikaiana,843,velevele,v e l e v e l e,,POLLEX,velevele
3428,northmarquesan,843,vèevèe,v e ʔ e v e ʔ e,,POLLEX,puna/vèevèe/
4484,raivavae,843,tuʔunui,t u ʔ u n u i,,Tamaititahio-1213-2015,tuʔunui
4704,tuamotuan,843,tukutuku,t u k u t u k u,,POLLEX,tukutuku
5215,rurutuan,843,ʔapuamaʔamaʔa,ʔ a p u a m a ʔ a m a ʔ a,,Meyer-128-2005,ʔapuamaʔamaʔa
5723,hawaiian,843,lanalana,l a n a l a n a,,71458,lanalana
810,maori,1430,fetuː,f e t uː,,Biggs-85-2005,whetuu
1255,tahitian,1430,feti'a,f e t i ʔ a,,Clark-173-2005,feti'a
1692,rapanui,1430,hetu'u,h e t u ʔ u,,POLLEX,hetu'u
1946,mangareva,1430,'etu,ʔ e t u,,POLLEX,'etu
3154,sikaiana,1430,hetū,h e t uː,,POLLEX,hetū
3403,northmarquesan,1430,fettoe,f e t o e,,POLLEX,fettoe
4468,raivavae,1430,hetiʔa,h e t i ʔ a,,Tamaititahio-1213-2015,hetiʔa
4678,tuamotuan,1430,hetuu,h e t uː,,POLLEX,hetuu
5193,rurutuan,1430,fetiʔa,f e t i ʔ a,,Meyer-128-2005,fetiʔa
5701,hawaiian,1430,hōkū,h oː k uː,,71458,hōkū
865,maori,1295,raːkau,r aː k a u,,Biggs-85-2005,raa|kau
1309,tahitian,1295,raa'au,r aː ʔ a u,,Clark-173-2005,raa'au
1751,rapanui,1295,miro,m i r o,,POLLEX,miro
2009,mangareva,1295,rakau,r a k a u,,POLLEX,rakau
3209,sikaiana,1295,laakau,l aː k a u,,POLLEX,laakau
3476,northmarquesan,1295,àkau,ʔ a k a u,,POLLEX,àkau
4743,tuamotuan,1295,raakau,r aː k a u,,POLLEX,raakau
5257,rurutuan,1295,raaʔau,r aː ʔ a u,,Meyer-128-2005,raaʔau
5756,hawaiian,1295,lā'au,l aː ʔ a u,,71458,lā'au
821,maori,857,koːfatu,k oː f a t u,,Biggs-85-2005,koowhatu
1266,tahitian,857,'oofa'i,ʔ oː f a ʔ i,,Clark-173-2005,'oofa'i
1702,rapanui,857,ma'ea,m a ʔ e a,,POLLEX,ma'ea
1959,mangareva,857,po'atu,p o ʔ a t u,,POLLEX,po'atu
3163,sikaiana,857,hatu,h a t u,,POLLEX,hatu
3416,northmarquesan,857,ke'a,k e ʔ a,,POLLEX,ke'a
3417,northmarquesan,857,hatu-keàa,h a t u k e ʔ a a,,POLLEX,hatu-keàa
4476,raivavae,857,ʔohai,ʔ o h a i,,Tamaititahio-1213-2015,ʔohai
4692,tuamotuan,857,poofatu,p oː f a t u,,POLLEX,poofatu
4693,tuamotuan,857,hatu,h a t u,,POLLEX,hatu
5204,rurutuan,857,poʔatu,p o ʔ a t u,,Meyer-128-2005,poʔatu
5205,rurutuan,857,ʔooʔaʔi,ʔ oː ʔ a ʔ i,,Meyer-128-2005,ʔooʔaʔi
5712,hawaiian,857,pōhaku,p oː h a k u,,71458,pōhaku
838,maori,1220,fiore,f i o r e,,Biggs-85-2005,whiore
1281,tahitian,1220,'itere,ʔ i t e r e,,Clark-173-2005,'itere
1282,tahitian,1220,hi'u,h i ʔ u,,Clark-173-2005,hi'u
1283,tahitian,1220,'aero,ʔ a e r o,,Clark-173-2005,'aero
1718,rapanui,1220,hiku,h i k u,,POLLEX,hiku
1975,mangareva,1220,ave,a v e,,POLLEX,ave
1976,mangareva,1220,vero,v e r o,,POLLEX,vero
1977,mangareva,1220,ìku,ʔ i k u,,POLLEX,ìku
3180,sikaiana,1220,muisuki,m u i s u k i,,POLLEX,muisuki
3434,northmarquesan,1220,vèo,v e ʔ o,,POLLEX,vèo
3435,northmarquesan,1220,hiku,h i k u,,POLLEX,hiku
4708,tuamotuan,1220,vaero,v a e r o,,POLLEX,vaero
4709,tuamotuan,1220,hiku,h i k u,,POLLEX,hiku
5220,rurutuan,1220,vero,v e r o,,Meyer-128-2005,vero
5221,rurutuan,1220,ʔuʔu,ʔ u ʔ u,,Meyer-128-2005,ʔuʔu
5728,hawaiian,1220,huelo,h u e l o,,71458,huelo
757,maori,78,teeraa,t eː r aː,,Biggs-85-2005,teeraa
758,maori,78,teenaa,t eː n aː,,Biggs-85-2005,teenaa
1203,tahitian,78,teeraa,t eː r aː,,Clark-173-2005,teeraa
1627,rapanui,78,era,e r a,,POLLEX,era
3329,northmarquesan,78,te'aa,t e ʔ aː,,POLLEX,te'aa
4614,tuamotuan,78,aua,a u a,,POLLEX,aua
5136,rurutuan,78,teeraa,t eː r aː,,Meyer-128-2005,teeraa
5645,hawaiian,78,na,n a,,71458,na
5646,hawaiian,78,la,l a,,71458,la
882,maori,2100,raurau,r a u r a u,,Biggs-85-2005,raurau
1328,tahitian,2100,taapo'i fare,t aː p o ʔ i f a r e,,Clark-173-2005,taapo'i fare
1773,rapanui,2100,ato,a t o,,POLLEX,ato
2033,mangareva,2100,paku,p a k u,,POLLEX,paku
2034,mangareva,2100,ato,a t o,,POLLEX,ato
3226,sikaiana,2100,ato,a t o,,POLLEX,ato
3227,sikaiana,2100,inaki,i n a k i,,POLLEX,inaki
3506,northmarquesan,2100,hatu,h a t u,,POLLEX,hatu
4527,raivavae,2100,haGe niʔau,h a ɢ e n i ʔ a u,,Tamaititahio-1213-2015,haGe niʔau
4770,tuamotuan,2100,ato,a t o,,POLLEX,ato
5277,rurutuan,2100,taapoʔi ʔare,t aː p o ʔ i ʔ a r e,,Meyer-128-2005,taapoʔi ʔare
5775,hawaiian,2100,ako,a k o,,71458,ako
743,maori,817,raatou,r aː t o u,,Biggs-85-2005,raatou
744,maori,817,raaua,r aː u a,,Biggs-85-2005,raaua
1188,tahitian,817,raatou,r aː t o u,,Clark-173-2005,raatou
1189,tahitian,817,raaua,r aː u a,,Clark-173-2005,raaua
1616,rapanui,817,raúa,r a ʔ u a,,POLLEX,raúa
1869,mangareva,817,rātou,r aː t o u,,POLLEX,rātou
1870,mangareva,817,rāua,r aː u a,,POLLEX,rāua
3093,sikaiana,817,lāua,l aː u a,,POLLEX,lāua
3094,sikaiana,817,lātou,l aː t o u,,POLLEX,lātou
3315,northmarquesan,817,'atou,ʔ a t o u,,POLLEX,'atou
4410,raivavae,817,Gātou,ɢ aː t o u,,Tamaititahio-1213-2015,Gātou
4411,raivavae,817,Gāua,ɢ aː u a,,Tamaititahio-1213-2015,Gāua
5120,rurutuan,817,raatou,r aː t o u,,Meyer-128-2005,raatou
5121,rurutuan,817,raaua,r aː u a,,Meyer-128-2005,raaua
5631,hawaiian,817,lākou,l aː k o u,,71458,lākou
5632,hawaiian,817,lāua,l aː u a,,71458,lāua
781,maori,1244,matotoru,m a t o t o r u,,Biggs-85-2005,matotoru
1226,tahitian,1244,me'ume'u,m e ʔ u m e ʔ u,,Clark-173-2005,me'ume'u
1655,rapanui,1244,matoru,m a t o r u,,POLLEX,matoru
1906,mangareva,1244,mātoru,m aː t o r u,,POLLEX,mātoru
3125,sikaiana,1244,maatoru,m aː t o r u,,POLLEX,maatoru
3360,northmarquesan,1244,moto'u,m o t o ʔ u,,POLLEX,moto'u
4442,raivavae,1244,meʔumeʔu,m e ʔ u m e ʔ u,,Tamaititahio-1213-2015,meʔumeʔu
4637,tuamotuan,1244,tuʔatuʔa,t u ʔ a t u ʔ a,,POLLEX,tuʔatuʔa
5163,rurutuan,1244,tuetue,t u e t u e,,Meyer-128-2005,tuetue
5670,hawaiian,1244,mākolukolu,m aː k o l u k o l u,,71458,mākolukolu
782,maori,2308,rahirahi,r a h i r a h i,,Biggs-85-2005,rahirahi
1227,tahitian,2308,rairai,r a i r a i,,Clark-173-2005,rairai
1656,rapanui,2308,ra'i,r a ʔ i,,POLLEX,ra'i
1907,mangareva,2308,rikiriki,r i k i r i k i,,POLLEX,rikiriki
3126,sikaiana,2308,tualiki,t u a l i k i,,POLLEX,tualiki
3361,northmarquesan,2308,piáhiáhi,p i ʔ a h i ʔ a h i,,POLLEX,piáhiáhi
3362,northmarquesan,2308,ákiaki,ʔ a k i a k i,,POLLEX,ákiaki
3363,northmarquesan,2308,kahikahi,k a h i k a h i,,POLLEX,kahikahi
4443,raivavae,2308,GaiGai,ɢ a i ɢ a i,,Tamaititahio-1213-2015,GaiGai
4638,tuamotuan,2308,rahi,r a h i,,POLLEX,rahi
5164,rurutuan,2308,rairai,r a i r a i,,Meyer-128-2005,rairai
5671,hawaiian,2308,lahi,l a h i,,71458,lahi
759,maori,1214,teenei,t eː n e i,,Biggs-85-2005,teenei
1204,tahitian,1214,teie,t e i e,,Clark-173-2005,teie
1628,rapanui,1214,nei,n e i,,POLLEX,nei
1881,mangareva,1214,tenei,t e n e i,,POLLEX,tenei
3107,sikaiana,1214,te nei,t e n e i,,POLLEX,te nei
3330,northmarquesan,1214,tenei,t e n e i,,POLLEX,tenei
4615,tuamotuan,1214,te,t e,,POLLEX,te/ia
5137,rurutuan,1214,teie,t e i e,,Meyer-128-2005,teie
5647,hawaiian,1214,nei,n e i,,71458,nei
5648,hawaiian,1214,kēia,k eː i a,,71458,kēia
752,maori,1215,koe,k o e,,Biggs-85-2005,koe
1197,tahitian,1215,'oe,ʔ o e,,Clark-173-2005,'oe
1621,rapanui,1215,kou,k o u,,POLLEX,kou
1876,mangareva,1215,koe,k o e,,POLLEX,koe
3102,sikaiana,1215,koe,k o e,,POLLEX,koe
3322,northmarquesan,1215,'oe,ʔ o e,,POLLEX,'oe
4420,raivavae,1215,ʔoe,ʔ o e,,Tamaititahio-1213-2015,ʔoe
4608,tuamotuan,1215,koe,k o e,,POLLEX,koe
5130,rurutuan,1215,ʔoe,ʔ o e,,Meyer-128-2005,ʔoe
5640,hawaiian,1215,'oe,ʔ o e,,71458,'oe
806,maori,1150,fatitiri,f a t i t i r i,,Biggs-85-2005,whatitiri
1251,tahitian,1150,paatiri,p aː t i r i,,Clark-173-2005,paatiri
1686,rapanui,1150,patiri,p a t i r i,,POLLEX,patiri
1942,mangareva,1150,atutiri,a t u t i r i,,POLLEX,atutiri
3150,sikaiana,1150,mana,m a n a,,POLLEX,mana
3399,northmarquesan,1150,pha too tee,p h a t oː t eː,,POLLEX,pha too tee
4465,raivavae,1150,pātiGi,p aː t i ɢ i,,Tamaititahio-1213-2015,pātiGi
4672,tuamotuan,1150,fatutiri,f a t u t i r i,,POLLEX,fatutiri
5189,rurutuan,1150,paatiri,p aː t i r i,,Meyer-128-2005,paatiri
5697,hawaiian,1150,hekili,h e k i l i,,71458,hekili
903,maori,1403,ngau,ŋ a u,,Biggs-85-2005,ngau
1352,tahitian,1403,hohoni,h o h o n i,,Clark-173-2005,hohoni
1797,rapanui,1403,gau,g a u,,POLLEX,gau
2062,mangareva,1403,eti,e t i,,POLLEX,eti
3248,sikaiana,1403,nunu,n u n u,,POLLEX,nunu
3534,northmarquesan,1403,nahu,n a h u,,POLLEX,nahu
4796,tuamotuan,1403,kati,k a t i,,POLLEX,kati
5305,rurutuan,1403,ʔooʔiniʔini,ʔ oː ʔ i n i ʔ i n i,,Meyer-128-2005,ʔooʔiniʔini
5306,rurutuan,1403,paʔati,p a ʔ a t i,,Meyer-128-2005,paʔati
5797,hawaiian,1403,nahu,n a h u,,71458,nahu
802,maori,175,pupuhi,p u p u h i,,Biggs-85-2005,pupuhi
803,maori,175,hua,h u a,,Biggs-85-2005,hua
1247,tahitian,175,puhi,p u h i,,Clark-173-2005,puhi
1248,tahitian,175,farara,f a r a r a,,Clark-173-2005,farara
1681,rapanui,175,puhi,p u h i,,POLLEX,puhi
1937,mangareva,175,pu'i,p u ʔ i,,POLLEX,pu'i
1938,mangareva,175,agi,a g i,,POLLEX,agi(agi)
3147,sikaiana,175,ani,a n i,,POLLEX,ani/ani
3396,northmarquesan,175,puhi,p u h i,,POLLEX,puhi
4462,raivavae,175,pupuhi,p u p u h i,,Tamaititahio-1213-2015,pupuhi
4664,tuamotuan,175,puhi,p u h i,,POLLEX,puhi
4665,tuamotuan,175,paa,p aː,,POLLEX,paa
4666,tuamotuan,175,harara,h a r a r a,,POLLEX,harara
4667,tuamotuan,175,aŋi,a ŋ i,,POLLEX,aŋi
5185,rurutuan,175,puʔi,p u ʔ i,,Meyer-128-2005,puʔi
5186,rurutuan,175,farara,f a r a r a,,Meyer-128-2005,farara
5693,hawaiian,175,pā,p aː,,71458,pā
5694,hawaiian,175,puhi,p u h i,,71458,puhi
916,maori,1407,fakataː,f a k a h aː,,Biggs-85-2005,whakataa
1367,tahitian,1407,huti i te aho,h u t i i t e a h o,,Clark-173-2005,huti i te aho
1811,rapanui,1407,haa,h aː,,POLLEX,haa
2076,mangareva,1407,'au,ʔ a u,,POLLEX,'au
3262,sikaiana,1407,maanava,m aː n a v a,,POLLEX,maanava
3550,northmarquesan,1407,ha,h a,,POLLEX,ha
3551,northmarquesan,1407,menava,m e n a v a,,POLLEX,menava
4561,raivavae,1407,huti te aho,h u t i t e a h o,,Tamaititahio-1213-2015,huti te aho
4812,tuamotuan,1407,manava,m a n a v a,,POLLEX,manava
4813,tuamotuan,1407,ŋaa,ŋ aː,,POLLEX,ŋaa
5320,rurutuan,1407,ʔuti i te aʔo,ʔ u t i i t e a ʔ o,,Meyer-128-2005,ʔuti i te aʔo
5812,hawaiian,1407,hanu,h a n u,,71458,hanu
5813,hawaiian,1407,aho,a h o,,71458,aho
795,maori,2102,tahu,t a h u,,Biggs-85-2005,tahu
1240,tahitian,2102,tutu'i,t u t u ʔ i,,Clark-173-2005,tutu'i
1672,rapanui,2102,tutu,t u t u,,POLLEX,tutu
1924,mangareva,2102,ka'a,k a ʔ a,,POLLEX,ka'a
1925,mangareva,2102,tutu,t u t u,,POLLEX,tutu
1926,mangareva,2102,ta'u,t a ʔ u,,POLLEX,ta'u
3139,sikaiana,2102,tutu,t u t u,,POLLEX,tutu
3140,sikaiana,2102,tuunia,t uː n i a,,POLLEX,tuunia
3384,northmarquesan,2102,hakau'a,h a k a u ʔ a,,POLLEX,hakau'a
3385,northmarquesan,2102,tutu,t u t u,,POLLEX,tutu
4455,raivavae,2102,tutuʔi,t u t u ʔ i,,Tamaititahio-1213-2015,tutuʔi
4654,tuamotuan,2102,tuŋi,t u ŋ i,,POLLEX,tuŋi
4655,tuamotuan,2102,tahu,t a h u,,POLLEX,tahu
5176,rurutuan,2102,ʔaʔaʔama,ʔ a ʔ a ʔ a m a,,Meyer-128-2005,ʔaʔaʔama
5684,hawaiian,2102,kuni,k u n i,,71458,kuni
5685,hawaiian,2102,'ā,ʔ aː,,71458,'ā
853,maori,1869,hoko,h o k o,,Biggs-85-2005,hoko
1297,tahitian,1869,ho'o mai,h o ʔ o m a i,,Clark-173-2005,ho'o mai
1734,rapanui,1869,mono,m o n o,,POLLEX,mono
1735,rapanui,1869,ho'o,h o ʔ o,,POLLEX,ho'o
1996,mangareva,1869,'oko,ʔ o k o,,POLLEX,'oko
3195,sikaiana,1869,sui,s u i,,POLLEX,sui
3459,northmarquesan,1869,ho'o,h o ʔ o,,POLLEX,ho'o
4728,tuamotuan,1869,hoko,h o k o,,POLLEX,hoko
5240,rurutuan,1869,ʔoʔo mai,ʔ o ʔ o m a i,,Meyer-128-2005,ʔoʔo mai
5742,hawaiian,1869,kū'ai,k uː ʔ a i,,71458,kū'ai
906,maori,321,katikati,k a t i k a t i,,Biggs-85-2005,katikati
1356,tahitian,321,'au'au,ʔ a u ʔ a u,,Clark-173-2005,'au'au
1800,rapanui,321,mama,m a m a,,POLLEX,mama
2065,mangareva,321,'amama,ʔ a m a m a,,POLLEX,'amama
3251,sikaiana,321,maamaa,m aː m aː,,POLLEX,maamaa
4551,raivavae,321,ʔaʔa maGu,ʔ a ʔ a m a ɢ u,,Tamaititahio-1213-2015,ʔaʔa maGu
4799,tuamotuan,321,ŋau,ŋ a u,,POLLEX,ŋau
5310,rurutuan,321,ʔauʔau,ʔ a u ʔ a u,,Meyer-128-2005,ʔauʔau
5800,hawaiian,321,mama,m a m a,,71458,mama
859,maori,1750,firi,f i r i,,Biggs-85-2005,whiri
1303,tahitian,1750,ma'iti,m a ʔ i t i,,Clark-173-2005,ma'iti
1744,rapanui,1750,vae,v a e,,POLLEX,vae
3202,sikaiana,1750,hili,h i l i,,POLLEX,hili
3469,northmarquesan,1750,vae,v a e,,POLLEX,vae
4506,raivavae,1750,peGeGau,p e ɢ e ɢ a u,,Tamaititahio-1213-2015,peGeGau
4734,tuamotuan,1750,koikoi,k o i k o i,,POLLEX,koikoi
5248,rurutuan,1750,maʔiti,m a ʔ i t i,,Meyer-128-2005,maʔiti
5749,hawaiian,1750,wae,w a e,,71458,wae
5750,hawaiian,1750,koho,k o h o,,71458,koho
765,maori,1102,piki,p i k i,,Biggs-85-2005,piki
1209,tahitian,1102,ta'uma,t a ʔ u m a,,Clark-173-2005,ta'uma
1634,rapanui,1102,eke,e k e,,POLLEX,eke
1886,mangareva,1102,piki,p i k i,,POLLEX,piki
3111,sikaiana,1102,kake,k a k e,,POLLEX,kake
3336,northmarquesan,1102,hiti,h i t i,,POLLEX,hiti
4427,raivavae,1102,piʔi,p i ʔ i,,Tamaititahio-1213-2015,piʔi
4621,tuamotuan,1102,kake,k a k e,,POLLEX,kake
5142,rurutuan,1102,piʔi,p i ʔ i,,Meyer-128-2005,piʔi
5655,hawaiian,1102,pi'i,p i ʔ i,,71458,pi'i
937,maori,1446,haere mai,h a e r e m a i,,Biggs-85-2005,haere mai
1389,tahitian,1446,haere mai,h a e r e m a i,,Clark-173-2005,haere mai
1840,rapanui,1446,tu'u,t u ʔ u,,POLLEX,tu'u
2102,mangareva,1446,a'u,a ʔ u,,POLLEX,a'u
3284,sikaiana,1446,hale mai,h a l e m a i,,POLLEX,hale mai
3576,northmarquesan,1446,he'e  mai,h e ʔ e m a i,,POLLEX,he'e  mai
3577,northmarquesan,1446,tihe,t i h e,,POLLEX,tihe
4581,raivavae,1446,haeGe mai,h a e ɢ e m a i,,Tamaititahio-1213-2015,haeGe mai
4841,tuamotuan,1446,mai,m a i,,POLLEX,(haere) mai
5346,rurutuan,1446,ʔaere mai,ʔ a e r e m a i,,Meyer-128-2005,ʔaere mai
5347,rurutuan,1446,ʔano mai,ʔ a n o m a i,,Meyer-128-2005,ʔano mai
5836,hawaiian,1446,mai,m a i,,71458,[hele] mai
905,maori,1100,tao,t a o,,Biggs-85-2005,tao
1354,tahitian,1100,'eu,ʔ e u,,Clark-173-2005,'eu
1355,tahitian,1100,tunu,t u n u,,Clark-173-2005,tunu
1799,rapanui,1100,tunu,t u n u,,POLLEX,tunu
2064,mangareva,1100,tunu,t u n u,,POLLEX,tunu
3250,sikaiana,1100,tao,t a o,,POLLEX,tao
3536,northmarquesan,1100,nunu,n u n u,,POLLEX,nunu
3537,northmarquesan,1100,tao,t a o,,POLLEX,tao
4550,raivavae,1100,tunu,t u n u,,Tamaititahio-1213-2015,tunu
4798,tuamotuan,1100,tao,t a o,,POLLEX,tao
5308,rurutuan,1100,tau,t a u,,Meyer-128-2005,tau
5309,rurutuan,1100,tunu,t u n u,,Meyer-128-2005,tunu
5799,hawaiian,1100,ho'omo'a,h o ʔ o m o ʔ a,,71458,ho'omo'a
733,maori,1420,tatau,t a t a u,,Biggs-85-2005,tatau
1179,tahitian,1420,tai'o,t a i ʔ o,,Clark-173-2005,tai'o
1603,rapanui,1420,tataku,t a t a k u,,POLLEX,tataku
1861,mangareva,1420,tou'ara,t o u ʔ a r a,,POLLEX,tou'ara
3084,sikaiana,1420,pau,p a u,,POLLEX,pau
3305,northmarquesan,1420,tau,t a u,,POLLEX,ta/tau/
4403,raivavae,1420,taiʔo,t a i ʔ o,,Tamaititahio-1213-2015,taiʔo
5110,rurutuan,1420,taiʔo,t a i ʔ o,,Meyer-128-2005,taiʔo
5622,hawaiian,1420,helu,h e l u,,71458,helu
910,maori,1839,tangi,t a ŋ i,,Biggs-85-2005,tangi
1360,tahitian,1839,ta'i,t a ʔ i,,Clark-173-2005,ta'i
1804,rapanui,1839,taŋi,t a ŋ i,,POLLEX,taŋi
2070,mangareva,1839,koa,k o a,,POLLEX,koa
3255,sikaiana,1839,tani,t a n i,,POLLEX,tani
3542,northmarquesan,1839,ue,u e,,POLLEX,ue
3543,northmarquesan,1839,tani,t a n i,,POLLEX,tani
4555,raivavae,1839,heva,h e v a,,Tamaititahio-1213-2015,heva
4804,tuamotuan,1839,taŋi,t a ŋ i,,POLLEX,taŋi
5314,rurutuan,1839,ʔeva,ʔ e v a,,Meyer-128-2005,ʔeva
5805,hawaiian,1839,kani,k a n i,,71458,kani
5806,hawaiian,1839,uwē,u w eː,,71458,uwē
866,maori,1432,taa,t aː,,Biggs-85-2005,taa
1310,tahitian,1432,taapuu,t aː p uː,,Clark-173-2005,taapuu
1752,rapanui,1432,hore,h o r e,,POLLEX,hore
